"state","2019"
"CA",40.829
"CT",31.319
"DC",3.601
"FL",0.997
"GA",8.931
"IA",2.07
"IL",19.356
"IN",11.268
"KY",1.219
"LA",1.43
"MA",NA
"MD",6.276
"ME",1.744
"MO",9.207
"NC",9.975
"NH",5.731
"NJ",26.116
"NY",29.668
"OH",1.867
"OK",1.114
"PA",20.737
"RI",3.977
"TN",6.271
"TX",13.775
"VA",5.782
"VT",1.124
