"state","2019"
"AL",1.52
"AR",1.222
"AZ",1.038
"CA",17.666
"CO",1.453
"DE",1.466
"FL",1.825
"GA",3.513
"IA",2.681
"IL",2.354
"IN",5.111
"KS",1.817
"KY",1.407
"MD",1.436
"MI",15.482
"MN",3.951
"MO",NA
"NC",5.072
"NE",1.436
"NJ",1.476
"OH",6.71
"OK",NA
"PA",8.857
"TN",1.355
"TX",45.79
"UT",1.225
"VA",10.459
"WA",4.003
"WI",3.153
